aadhaar,name,age,district,income_category,annual_income,livelihood,land_owned,house_type,house_ownership,dependents,is_sole_earner,has_insurance,savings_months,employer_support,family_support,previously_excluded,flood_severity,vulnerability_score,priority_tier,compensation_inr,phone,email
2404 4548 8359,Priya Pillai,60,"Alappuzha, Kerala",lower_middle,85136,farmer,0.8,kutcha,owned,3,0,0,2.8,0,0,1,20,69,High,50000,9526547935,priya693@gmail.com
3747 6614 8429,Rajesh Rao,60,"Srikakulam, Andhra Pradesh",upper_middle,515009,salaried_govt,0.0,semi_pucca,owned,3,0,0,10.2,1,0,0,22,32,Medium,10000,9465193982,rajesh185@outlook.com
2577 3906 8796,Lakshmi Chaudhary,61,"Alappuzha, Kerala",poor,38664,daily_wage,0.0,kutcha,owned,0,1,0,0.9,0,0,1,20,70,High,75000,6737416724,lakshmi818@outlook.com
7892 7068 1711,Usha Verma,66,"Alappuzha, Kerala",middle,311944,farmer,1.4,pucca,owned,3,0,0,5.5,0,0,1,20,55,High,35000,7426617979,usha665@outlook.com
3193 5170 8817,Rajan Yadav,36,"Alappuzha, Kerala",middle,390318,salaried_private,0.0,semi_pucca,owned,2,0,0,2.8,0,0,0,20,48,Medium,20000,9886805891,rajan277@gmail.com
7144 4365 6175,Kamala Kumar,48,"Darbhanga, Bihar",poor,56781,daily_wage,0.0,semi_pucca,owned,0,1,1,0.7,0,1,0,28,48,Medium,40000,6352909656,kamala682@yahoo.com
7770 8904 3928,Selvi Nair,45,"Morigaon, Assam",poor,68362,daily_wage,0.0,kutcha,owned,3,1,0,0.4,0,0,1,25,85,Critical,100000,6014388899,selvi436@yahoo.com
2642 4513 9328,Deepak Patel,47,"Alappuzha, Kerala",poor,67856,farmer,0.7,kutcha,owned,3,1,0,0.9,0,0,0,20,69,High,75000,7756798250,deepak770@gmail.com
4633 7075 2311,Mohan Rao,60,"Morigaon, Assam",upper_middle,604002,salaried_private,0.0,semi_pucca,owned,2,0,1,3.8,1,0,0,25,25,Medium,10000,9146112545,mohan780@gmail.com
1175 4304 9489,Nalini Gupta,40,"Darbhanga, Bihar",lower_middle,148289,small_business,0.0,semi_pucca,owned,4,1,0,0.2,0,0,1,28,77,Critical,75000,9387571775,nalini897@outlook.com
5520 7544 6785,Vijay Das,64,"Araria, Bihar",poor,75773,daily_wage,0.0,semi_pucca,owned,3,1,0,0.0,0,1,1,26,76,Critical,100000,6401051238,vijay733@yahoo.com
5530 4707 4187,Krishnan Jha,51,"Srikakulam, Andhra Pradesh",upper_middle,505020,salaried_govt,0.0,pucca,owned,5,0,0,3.6,1,1,0,22,33,Medium,10000,7825867362,krishnan246@yahoo.com
5098 8254 7178,Dinesh Iyer,58,"Srikakulam, Andhra Pradesh",poor,63176,daily_wage,0.0,kutcha,rented,5,1,0,0.3,0,0,0,22,87,Critical,100000,7660937966,dinesh428@outlook.com
6172 7757 6785,Santosh Reddy,55,"Srikakulam, Andhra Pradesh",lower_middle,140142,farmer,2.3,semi_pucca,owned,2,0,0,1.4,0,1,1,22,53,High,50000,6334191825,santosh891@yahoo.com
6142 6792 4580,Sunita Thakur,58,"Alappuzha, Kerala",lower_middle,112539,daily_wage,0.0,semi_pucca,owned,6,1,0,2.2,0,1,0,20,70,High,50000,8371478596,sunita892@yahoo.com
6833 3555 2747,Rekha Chaudhary,29,"Morigaon, Assam",lower_middle,104925,farmer,0.9,semi_pucca,owned,2,0,0,2.6,0,1,1,25,59,High,50000,9915579249,rekha363@outlook.com
3996 9374 5591,Pushpa Thakur,47,"Darbhanga, Bihar",lower_middle,150972,small_business,0.0,semi_pucca,rented,2,0,0,1.1,0,1,0,28,62,High,50000,6251341252,pushpa682@gmail.com
2972 9490 8537,Sunita Gupta,42,"Araria, Bihar",poor,57733,daily_wage,0.0,kutcha,owned,1,1,0,0.5,0,0,0,26,76,Critical,100000,9692966278,sunita419@outlook.com
6621 6995 4013,Pushpa Thakur,53,"Darbhanga, Bihar",poor,68076,daily_wage,0.0,semi_pucca,rented,2,1,0,0.9,0,1,1,28,78,Critical,100000,7827422579,pushpa13@gmail.com
5422 4863 8081,Santosh Devi,46,"Srikakulam, Andhra Pradesh",poor,54399,daily_wage,0.0,kutcha,owned,4,1,0,0.5,0,0,0,22,77,Critical,100000,6507236887,santosh125@gmail.com
5915 5111 1781,Babu Thakur,47,"Araria, Bihar",poor,30638,daily_wage,0.0,semi_pucca,rented,2,1,0,1.0,0,0,0,26,76,Critical,100000,9767721903,babu523@outlook.com
5222 6638 1324,Radha Jha,48,"Darbhanga, Bihar",upper_middle,512966,salaried_govt,0.0,semi_pucca,owned,3,0,1,8.7,1,0,0,28,23,Low,0,8043842797,radha554@gmail.com
8322 2284 7243,Rajesh Thakur,61,"Darbhanga, Bihar",lower_middle,106077,farmer,1.8,semi_pucca,owned,2,0,0,2.9,0,1,1,28,62,High,50000,6914858078,rajesh217@outlook.com
6629 4739 6136,Kavitha Patel,42,"Morigaon, Assam",poor,40982,farmer,0.9,semi_pucca,owned,0,1,0,0.6,0,0,0,25,59,High,75000,7613407451,kavitha11@gmail.com
3741 4012 1378,Deepak Yadav,30,"Morigaon, Assam",poor,47776,daily_wage,0.0,semi_pucca,owned,2,0,0,0.9,0,0,0,25,65,High,75000,9133959629,deepak544@yahoo.com
7504 9584 2363,Anita Kumar,28,"Araria, Bihar",poor,35247,daily_wage,0.0,semi_pucca,owned,1,1,0,0.1,0,0,0,26,71,High,75000,7330958498,anita327@gmail.com
1575 6846 6328,Vijay Kumar,52,"Morigaon, Assam",poor,55548,daily_wage,0.0,kutcha,owned,3,1,0,0.3,0,0,1,25,85,Critical,100000,7544948126,vijay982@yahoo.com
9745 6073 6688,Usha Verma,52,"Srikakulam, Andhra Pradesh",poor,75719,daily_wage,0.0,semi_pucca,owned,3,1,0,0.5,0,0,0,22,72,High,75000,6422325367,usha698@outlook.com
9767 1136 9059,Mahesh Thakur,52,"Alappuzha, Kerala",lower_middle,127943,farmer,0.8,kutcha,owned,4,0,1,1.6,0,0,1,20,54,High,50000,7946671168,mahesh775@outlook.com
3675 7385 7199,Selvi Reddy,36,"Morigaon, Assam",poor,69125,daily_wage,0.0,kutcha,owned,4,1,1,0.4,0,0,0,25,65,High,75000,8577590175,selvi181@outlook.com
7765 4080 2121,Siva Rao,33,"Morigaon, Assam",lower_middle,147713,daily_wage,0.0,semi_pucca,owned,1,0,0,2.4,0,0,1,25,70,High,50000,6863637454,siva533@outlook.com
9764 1362 4046,Lakshmi Sharma,28,"Araria, Bihar",upper_middle,733915,small_business,0.0,semi_pucca,owned,5,0,1,9.3,0,0,0,26,45,Medium,10000,8892975001,lakshmi813@gmail.com
8597 1519 6410,Nalini Jha,27,"Morigaon, Assam",poor,77651,daily_wage,0.0,kutcha,owned,2,1,0,0.0,0,1,1,25,75,Critical,100000,9012770632,nalini835@gmail.com
5078 7304 8257,Ramesh Devi,37,"Araria, Bihar",middle,383332,farmer,3.2,semi_pucca,owned,4,1,1,5.5,0,1,0,26,42,Medium,20000,8241541520,ramesh464@gmail.com
1691 9534 3001,Babu Patel,38,"Darbhanga, Bihar",poor,36157,daily_wage,0.0,kutcha,owned,2,1,0,0.5,0,0,1,28,83,Critical,100000,9436110371,babu965@yahoo.com
2960 7484 4982,Vijay Rao,22,"Srikakulam, Andhra Pradesh",poor,33413,daily_wage,0.0,kutcha,owned,3,0,0,0.1,0,0,1,22,77,Critical,100000,7938700516,vijay220@gmail.com
6824 3521 9787,Anita Sharma,28,"Darbhanga, Bihar",lower_middle,128679,small_business,0.0,semi_pucca,owned,3,0,0,1.5,0,0,1,28,72,High,50000,7713611155,anita280@gmail.com
3207 5107 1646,Murugan Jha,53,"Araria, Bihar",lower_middle,153184,small_business,0.0,kutcha,rented,4,0,0,2.4,0,0,1,26,80,Critical,75000,8262218909,murugan776@outlook.com
9702 3539 8362,Vijay Das,40,"Srikakulam, Andhra Pradesh",poor,42437,daily_wage,0.0,semi_pucca,owned,2,1,0,0.3,0,0,0,22,67,High,75000,7753269731,vijay881@outlook.com
2037 9830 7348,Rekha Mehta,34,"Morigaon, Assam",middle,180188,salaried_private,0.0,semi_pucca,owned,5,0,0,4.7,0,0,0,25,58,High,35000,6219656523,rekha766@gmail.com
1512 4310 2753,Arvind Patel,53,"Alappuzha, Kerala",lower_middle,117110,small_business,0.0,semi_pucca,rented,3,1,0,0.3,0,0,1,20,74,High,50000,8138999404,arvind436@gmail.com
4419 9051 2310,Mohan Kumar,51,"Araria, Bihar",poor,55467,daily_wage,0.0,kutcha,owned,3,1,0,0.7,0,1,1,26,81,Critical,100000,7898364037,mohan489@yahoo.com
4537 9511 2591,Saranya Das,28,"Darbhanga, Bihar",lower_middle,134519,farmer,2.1,semi_pucca,owned,2,0,1,1.9,0,0,0,28,44,Medium,30000,9137918055,saranya583@yahoo.com
7997 2705 3733,Krishnan Gupta,33,"Araria, Bihar",poor,73049,farmer,0.6,kutcha,rented,3,1,0,0.7,0,0,1,26,85,Critical,100000,7696582710,krishnan553@gmail.com
8054 6299 4943,Radha Yadav,58,"Alappuzha, Kerala",poor,40366,farmer,0.6,semi_pucca,rented,2,1,0,0.9,0,0,0,20,64,High,75000,6043006848,radha651@gmail.com
1267 9480 3213,Mahesh Chaudhary,41,"Alappuzha, Kerala",poor,78796,daily_wage,0.0,kutcha,owned,2,1,0,0.4,0,0,0,20,70,High,75000,9661889241,mahesh644@outlook.com
1618 8542 6827,Lakshmi Devi,31,"Darbhanga, Bihar",poor,50637,daily_wage,0.0,kutcha,rented,5,1,0,0.7,0,1,0,28,88,Critical,100000,8183285691,lakshmi796@yahoo.com
3832 8999 2562,Babu Thakur,60,"Araria, Bihar",lower_middle,112749,farmer,2.1,semi_pucca,owned,4,1,1,1.2,0,0,0,26,52,High,50000,8630316179,babu656@gmail.com
4714 1187 7266,Govind Devi,25,"Morigaon, Assam",middle,391901,farmer,1.3,pucca,owned,3,0,1,4.9,0,1,0,25,35,Medium,20000,6421020275,govind860@outlook.com
9269 2475 4638,Deepak Chaudhary,49,"Morigaon, Assam",poor,39802,daily_wage,0.0,kutcha,owned,3,1,0,0.2,0,0,0,25,80,Critical,100000,8252410564,deepak793@yahoo.com
3209 8879 4245,Usha Singh,53,"Morigaon, Assam",lower_middle,90819,small_business,0.0,kutcha,rented,4,0,0,1.6,0,1,1,25,74,High,50000,6491778507,usha630@gmail.com
7939 6984 6706,Meena Yadav,34,"Srikakulam, Andhra Pradesh",lower_middle,176425,farmer,1.0,semi_pucca,owned,1,0,0,1.3,0,0,0,22,56,High,50000,7524191380,meena797@yahoo.com
4825 4271 7124,Deepak Sharma,31,"Morigaon, Assam",poor,49976,daily_wage,0.0,semi_pucca,owned,3,1,0,0.8,0,0,0,25,75,Critical,100000,6030756220,deepak304@gmail.com
8373 8719 1372,Meena Pillai,43,"Darbhanga, Bihar",lower_middle,161396,daily_wage,0.0,semi_pucca,rented,3,0,0,2.5,0,1,0,28,73,High,50000,9353654195,meena215@yahoo.com
9631 1712 5185,Priya Mishra,32,"Araria, Bihar",poor,79175,daily_wage,0.0,kutcha,owned,6,1,0,0.7,0,1,0,26,81,Critical,100000,6802380617,priya766@yahoo.com
1312 5792 7332,Radha Devi,36,"Darbhanga, Bihar",lower_middle,160997,farmer,1.4,kutcha,owned,2,1,0,0.2,0,0,0,28,72,High,50000,8451870534,radha31@outlook.com
5053 9673 5995,Priya Sharma,43,"Srikakulam, Andhra Pradesh",poor,69131,daily_wage,0.0,kutcha,owned,2,1,0,0.5,0,0,0,22,72,High,75000,8937597383,priya117@gmail.com
7343 1482 5590,Anita Rao,36,"Srikakulam, Andhra Pradesh",poor,52726,farmer,0.4,semi_pucca,rented,2,1,0,1.0,0,0,1,22,71,High,75000,7060385050,anita835@gmail.com
3502 7987 6118,Govind Reddy,60,"Araria, Bihar",poor,35753,daily_wage,0.0,kutcha,owned,2,0,0,0.7,0,0,0,26,71,High,75000,9413836702,govind324@yahoo.com
8046 3378 3589,Kamala Singh,42,"Morigaon, Assam",poor,72760,farmer,0.5,semi_pucca,rented,5,1,0,0.9,0,1,0,25,74,High,75000,8103865719,kamala87@outlook.com
3489 4079 2749,Deepak Rao,30,"Darbhanga, Bihar",poor,39536,daily_wage,0.0,kutcha,rented,3,0,0,0.9,0,0,1,28,88,Critical,100000,6826199062,deepak604@yahoo.com
9230 8680 7126,Arun Singh,33,"Araria, Bihar",lower_middle,159377,daily_wage,0.0,semi_pucca,owned,6,0,0,0.7,0,0,1,26,81,Critical,75000,7445655743,arun42@yahoo.com
2083 3901 8197,Prakash Nair,61,"Srikakulam, Andhra Pradesh",poor,42665,farmer,0.4,kutcha,rented,3,1,0,0.9,0,0,1,22,81,Critical,100000,6329121277,prakash994@outlook.com
1630 9530 2791,Siva Verma,50,"Srikakulam, Andhra Pradesh",rich,1835086,business_owner,12.3,pucca,owned,5,0,1,20.8,0,0,0,22,27,Medium,0,8618537474,siva69@gmail.com
8201 7521 5989,Prakash Pillai,40,"Srikakulam, Andhra Pradesh",middle,315974,farmer,4.9,semi_pucca,owned,2,0,1,2.9,0,0,0,22,38,Medium,20000,6124903521,prakash436@yahoo.com
3945 9952 3216,Rajesh Devi,47,"Srikakulam, Andhra Pradesh",poor,33574,daily_wage,0.0,kutcha,rented,4,1,0,0.5,0,0,1,22,87,Critical,100000,7568044206,rajesh316@outlook.com
3686 3024 2494,Dinesh Mehta,29,"Srikakulam, Andhra Pradesh",upper_middle,413061,small_business,0.0,pucca,owned,3,1,0,9.4,0,1,0,22,47,Medium,10000,9883171210,dinesh388@gmail.com
3459 3656 3369,Vijay Mehta,33,"Srikakulam, Andhra Pradesh",lower_middle,130343,farmer,2.5,kutcha,owned,2,0,0,0.5,0,0,1,22,63,High,50000,6323651994,vijay580@gmail.com
5146 1200 8514,Ramesh Chaudhary,53,"Darbhanga, Bihar",middle,261138,salaried_private,0.0,semi_pucca,owned,2,0,0,2.4,1,0,0,28,48,Medium,20000,6013721510,ramesh651@outlook.com
9967 5556 4401,Ramesh Reddy,25,"Srikakulam, Andhra Pradesh",poor,45589,daily_wage,0.0,semi_pucca,owned,3,1,0,0.5,0,0,0,22,72,High,75000,9029667066,ramesh981@outlook.com
3920 3643 5659,Rajan Yadav,61,"Araria, Bihar",lower_middle,84813,farmer,0.6,kutcha,owned,2,1,0,1.8,0,1,1,26,70,High,50000,7532447209,rajan737@gmail.com
2063 5797 8713,Mohan Yadav,30,"Alappuzha, Kerala",poor,53605,daily_wage,0.0,kutcha,owned,3,0,0,0.3,0,0,1,20,75,Critical,100000,7476870146,mohan612@yahoo.com
8924 5705 7996,Kamala Das,60,"Darbhanga, Bihar",poor,64383,daily_wage,0.0,kutcha,owned,3,1,0,0.1,0,0,0,28,83,Critical,100000,7638380657,kamala598@yahoo.com
4812 5759 4171,Nalini Patel,22,"Morigaon, Assam",poor,70844,daily_wage,0.0,semi_pucca,owned,3,1,0,0.6,0,0,0,25,75,Critical,100000,9598564205,nalini312@yahoo.com
4478 1185 4296,Krishnan Iyer,66,"Darbhanga, Bihar",lower_middle,95456,daily_wage,0.0,semi_pucca,owned,1,0,0,1.8,0,0,1,28,73,High,50000,7040785932,krishnan208@gmail.com
4178 6415 6536,Priya Patel,65,"Morigaon, Assam",poor,63206,daily_wage,0.0,kutcha,rented,1,1,0,0.1,0,1,1,25,80,Critical,100000,6334803965,priya784@yahoo.com
5904 6169 9779,Anita Verma,23,"Srikakulam, Andhra Pradesh",poor,61555,farmer,0.5,kutcha,owned,6,1,0,0.9,0,0,0,22,76,Critical,100000,7239559059,anita112@outlook.com
2914 6050 6152,Murugan Patel,67,"Araria, Bihar",poor,39784,daily_wage,0.0,kutcha,rented,4,1,1,1.0,0,0,0,26,71,High,75000,7937842701,murugan894@yahoo.com
4311 2517 8270,Radha Sharma,54,"Darbhanga, Bihar",poor,45574,daily_wage,0.0,kutcha,rented,4,1,0,0.3,0,0,1,28,93,Critical,100000,6393087059,radha822@gmail.com
3174 4361 1598,Rajan Verma,51,"Darbhanga, Bihar",middle,220390,salaried_private,0.0,pucca,owned,3,1,0,4.7,0,0,0,28,57,High,35000,7252500292,rajan414@outlook.com
1368 6114 4438,Kamala Pillai,42,"Srikakulam, Andhra Pradesh",lower_middle,85771,daily_wage,0.0,kutcha,rented,3,0,0,0.3,0,0,1,22,82,Critical,75000,6851569154,kamala418@yahoo.com
4384 9888 6739,Rajesh Devi,57,"Araria, Bihar",poor,50915,daily_wage,0.0,kutcha,rented,5,0,0,0.3,0,1,1,26,86,Critical,100000,8226752895,rajesh818@yahoo.com
1475 8712 1826,Anita Singh,28,"Morigaon, Assam",middle,364642,salaried_private,0.0,semi_pucca,owned,6,0,0,1.9,0,0,0,25,63,High,35000,7926442209,anita186@yahoo.com
6444 4246 9740,Krishnan Pillai,27,"Srikakulam, Andhra Pradesh",poor,41729,daily_wage,0.0,kutcha,owned,4,0,0,0.6,0,0,1,22,77,Critical,100000,9902959391,krishnan281@outlook.com
3354 5227 6954,Santosh Reddy,47,"Srikakulam, Andhra Pradesh",upper_middle,766267,salaried_govt,0.0,semi_pucca,owned,2,0,1,9.2,1,0,0,22,12,Low,0,9251355215,santosh481@yahoo.com
3087 9322 2686,Krishnan Chaudhary,47,"Araria, Bihar",poor,31983,daily_wage,0.0,kutcha,owned,4,1,0,0.5,0,0,1,26,86,Critical,100000,9043315410,krishnan346@outlook.com
6582 4411 8063,Murugan Das,49,"Darbhanga, Bihar",lower_middle,119599,farmer,1.3,semi_pucca,owned,5,0,0,1.9,0,0,0,28,72,High,50000,6676267658,murugan141@gmail.com
2599 8294 3886,Parvathi Mehta,41,"Alappuzha, Kerala",poor,41343,daily_wage,0.0,semi_pucca,owned,4,1,0,0.9,0,0,0,20,70,High,75000,9179327104,parvathi908@yahoo.com
1003 3403 3444,Arvind Menon,50,"Srikakulam, Andhra Pradesh",poor,69086,daily_wage,0.0,semi_pucca,rented,2,0,0,0.5,0,0,1,22,72,High,75000,6541152621,arvind143@yahoo.com
6640 2462 1133,Saranya Yadav,61,"Alappuzha, Kerala",poor,59305,daily_wage,0.0,kutcha,owned,4,1,0,0.3,0,0,0,20,75,Critical,100000,6599706296,saranya933@gmail.com
5623 1510 4854,Krishnan Devi,49,"Alappuzha, Kerala",lower_middle,88180,small_business,0.0,kutcha,owned,3,1,0,0.2,0,0,0,20,69,High,50000,7015336884,krishnan467@gmail.com
3527 5726 3056,Radha Yadav,30,"Alappuzha, Kerala",poor,55086,farmer,0.4,semi_pucca,rented,5,1,0,0.2,0,1,0,20,69,High,75000,8431069872,radha898@yahoo.com
7974 3945 8444,Govind Gupta,54,"Darbhanga, Bihar",poor,77273,daily_wage,0.0,semi_pucca,rented,4,0,0,1.0,0,1,1,28,78,Critical,100000,6506149731,govind880@outlook.com
9948 7012 1548,Pushpa Yadav,24,"Srikakulam, Andhra Pradesh",lower_middle,104352,small_business,0.0,semi_pucca,owned,3,0,1,1.5,0,0,0,22,46,Medium,30000,6324171467,pushpa721@gmail.com
9469 2281 9574,Pushpa Gupta,61,"Alappuzha, Kerala",lower_middle,156056,small_business,0.0,semi_pucca,owned,2,0,0,0.4,0,0,0,20,54,High,50000,9418625652,pushpa728@outlook.com
1864 6628 9765,Saranya Chaudhary,22,"Darbhanga, Bihar",middle,345324,small_business,0.0,semi_pucca,owned,3,0,0,1.4,0,0,0,28,67,High,35000,9047743490,saranya408@gmail.com
5267 2006 8752,Saranya Menon,59,"Srikakulam, Andhra Pradesh",poor,67615,farmer,0.4,semi_pucca,owned,5,0,0,0.8,0,1,1,22,66,High,75000,7115869380,saranya438@outlook.com
3171 5603 5509,Pushpa Rao,38,"Araria, Bihar",poor,78324,daily_wage,0.0,semi_pucca,owned,3,1,0,0.1,0,0,0,26,76,Critical,100000,9868793741,pushpa585@yahoo.com
3962 9640 1542,Rekha Thakur,43,"Darbhanga, Bihar",upper_middle,491547,salaried_private,0.0,pucca,owned,3,0,0,8.9,0,1,0,28,42,Medium,10000,9089899217,rekha987@outlook.com
6653 1890 5331,Vijay Nair,29,"Darbhanga, Bihar",poor,40102,daily_wage,0.0,semi_pucca,owned,5,0,0,0.4,0,0,0,28,78,Critical,100000,7233206163,vijay742@outlook.com
9690 8122 1194,Dinesh Singh,40,"Darbhanga, Bihar",lower_middle,119500,farmer,2.4,semi_pucca,owned,2,0,0,0.7,0,0,1,28,64,High,50000,7945116868,dinesh193@gmail.com
5429 5375 2610,Pushpa Mehta,38,"Srikakulam, Andhra Pradesh",poor,64750,farmer,0.0,semi_pucca,rented,4,1,0,0.6,0,0,1,22,79,Critical,100000,8487099861,pushpa378@gmail.com
9972 1173 1138,Sunita Mehta,26,"Alappuzha, Kerala",lower_middle,178184,small_business,0.0,semi_pucca,owned,3,1,0,2.3,0,0,0,20,64,High,50000,9229991191,sunita266@outlook.com
2506 1931 4552,Priya Chaudhary,60,"Darbhanga, Bihar",upper_middle,675389,salaried_govt,0.0,semi_pucca,owned,4,1,1,5.0,1,1,0,28,28,Medium,10000,8856467997,priya222@yahoo.com
5150 5826 8650,Meena Patel,64,"Darbhanga, Bihar",poor,38513,daily_wage,0.0,kutcha,owned,2,1,0,0.6,0,0,1,28,83,Critical,100000,6246299606,meena290@gmail.com
6450 1984 5230,Murugan Mishra,38,"Darbhanga, Bihar",poor,75365,farmer,0.8,kutcha,owned,4,0,0,0.2,0,1,0,28,67,High,75000,8307450544,murugan484@outlook.com
5243 2692 1571,Rajan Gupta,26,"Araria, Bihar",poor,43151,farmer,0.2,kutcha,owned,3,1,0,0.1,0,0,1,26,80,Critical,100000,8713247546,rajan596@gmail.com
1060 9444 9039,Jyothi Mishra,52,"Darbhanga, Bihar",middle,184919,salaried_private,0.0,semi_pucca,owned,5,0,1,4.2,0,0,0,28,46,Medium,20000,6373678508,jyothi874@yahoo.com
5961 7563 1904,Krishnan Mehta,62,"Srikakulam, Andhra Pradesh",poor,34594,farmer,0.0,semi_pucca,owned,4,1,0,0.8,0,0,0,22,69,High,75000,7148628902,krishnan921@outlook.com
4129 5896 7391,Suresh Mishra,28,"Darbhanga, Bihar",poor,52286,daily_wage,0.0,semi_pucca,owned,5,1,0,0.8,0,0,1,28,88,Critical,100000,7303070534,suresh726@outlook.com
6041 9186 9748,Mohan Iyer,50,"Morigaon, Assam",poor,58703,farmer,0.1,kutcha,owned,3,0,0,0.7,0,0,0,25,69,High,75000,8786103579,mohan401@yahoo.com
4817 2180 1604,Siva Singh,31,"Darbhanga, Bihar",middle,194694,farmer,3.9,semi_pucca,owned,1,1,0,2.1,0,0,0,28,64,High,35000,9279855241,siva198@outlook.com
8474 3796 2047,Saranya Devi,28,"Srikakulam, Andhra Pradesh",poor,70525,daily_wage,0.0,kutcha,owned,4,1,0,0.1,0,1,1,22,77,Critical,100000,8060293333,saranya856@gmail.com
2979 9943 3250,Selvi Mehta,42,"Darbhanga, Bihar",middle,389498,salaried_private,0.0,pucca,owned,4,0,1,2.0,0,0,0,28,42,Medium,20000,8680072290,selvi944@gmail.com
1666 3185 2637,Deepak Reddy,62,"Araria, Bihar",middle,225468,farmer,1.5,pucca,owned,3,1,1,3.1,0,0,0,26,46,Medium,20000,7494466574,deepak969@yahoo.com
4377 3344 5439,Arun Singh,55,"Alappuzha, Kerala",poor,61913,farmer,0.0,kutcha,rented,2,1,0,0.7,0,0,1,20,77,Critical,100000,7748969108,arun500@gmail.com
7861 1074 4860,Saranya Jha,34,"Srikakulam, Andhra Pradesh",poor,70012,farmer,0.6,kutcha,owned,5,1,0,0.6,0,1,0,22,71,High,75000,8899441715,saranya596@yahoo.com
2846 3444 8772,Anita Nair,53,"Darbhanga, Bihar",lower_middle,179762,daily_wage,0.0,semi_pucca,owned,3,0,0,1.4,0,0,1,28,78,Critical,75000,8544432830,anita924@yahoo.com
1859 9804 3881,Suresh Devi,32,"Araria, Bihar",lower_middle,87081,farmer,1.1,semi_pucca,owned,5,0,0,1.0,0,0,0,26,70,High,50000,9520744666,suresh650@gmail.com
4731 2606 4884,Meena Mehta,48,"Darbhanga, Bihar",poor,45420,farmer,0.6,semi_pucca,rented,3,0,0,0.2,0,0,1,28,77,Critical,100000,6993538758,meena920@gmail.com
3234 8499 4181,Murugan Jha,62,"Araria, Bihar",lower_middle,156689,small_business,0.0,kutcha,rented,3,0,0,0.4,0,0,0,26,75,Critical,75000,8282417248,murugan947@gmail.com
4602 5835 3568,Vijay Mehta,62,"Morigaon, Assam",poor,32103,daily_wage,0.0,kutcha,rented,5,1,0,0.1,0,0,0,25,90,Critical,100000,7513534655,vijay497@gmail.com
5573 1237 8014,Arun Gupta,37,"Alappuzha, Kerala",upper_middle,689803,salaried_govt,0.0,pucca,owned,3,0,1,10.7,1,0,0,20,11,Low,0,8947170999,arun690@gmail.com
8711 9261 1550,Suresh Sharma,49,"Araria, Bihar",middle,331903,salaried_private,0.0,semi_pucca,owned,5,1,0,5.7,0,0,0,26,64,High,35000,6738168460,suresh183@gmail.com
3174 6872 5846,Govind Nair,37,"Alappuzha, Kerala",middle,392262,salaried_private,0.0,semi_pucca,owned,2,0,0,3.3,0,0,1,20,48,Medium,20000,7235697252,govind86@yahoo.com
4030 7068 8607,Arvind Mishra,67,"Darbhanga, Bihar",lower_middle,101207,daily_wage,0.0,semi_pucca,owned,3,0,0,2.2,0,1,0,28,68,High,50000,6752500743,arvind554@gmail.com
6500 1898 9433,Geetha Das,65,"Darbhanga, Bihar",lower_middle,123634,daily_wage,0.0,semi_pucca,owned,4,0,0,2.3,0,0,0,28,73,High,50000,7927129666,geetha255@gmail.com
6487 4909 9841,Geetha Singh,29,"Morigaon, Assam",upper_middle,600778,salaried_private,0.0,semi_pucca,owned,5,1,0,6.3,1,0,1,25,55,High,15000,9760083505,geetha480@gmail.com
9629 3010 8703,Nalini Verma,67,"Srikakulam, Andhra Pradesh",lower_middle,122003,farmer,1.0,semi_pucca,owned,1,1,0,0.8,0,1,1,22,61,High,50000,7003354216,nalini545@outlook.com
2313 7400 3929,Parvathi Das,40,"Alappuzha, Kerala",rich,2344115,business_owner,14.3,pucca,owned,5,0,1,22.9,0,1,0,20,20,Low,0,8210447898,parvathi25@yahoo.com
3163 8764 6680,Govind Iyer,48,"Darbhanga, Bihar",poor,75683,daily_wage,0.0,kutcha,rented,5,1,0,0.2,0,0,1,28,98,Critical,100000,8625753260,govind127@outlook.com
8965 9686 9986,Jyothi Mehta,50,"Srikakulam, Andhra Pradesh",upper_middle,499122,salaried_private,0.0,pucca,owned,3,1,0,5.1,0,0,0,22,51,High,15000,7323098215,jyothi347@yahoo.com
8469 3725 3634,Krishnan Pillai,67,"Srikakulam, Andhra Pradesh",lower_middle,120172,farmer,1.0,semi_pucca,rented,3,1,0,2.9,0,0,1,22,76,Critical,75000,6648909010,krishnan825@gmail.com
3072 8223 5266,Babu Menon,45,"Alappuzha, Kerala",poor,76406,daily_wage,0.0,kutcha,owned,2,1,0,0.2,0,1,1,20,70,High,75000,6167618472,babu515@outlook.com
5940 2990 1408,Vijay Iyer,47,"Araria, Bihar",middle,365371,small_business,0.0,pucca,owned,0,1,0,2.7,0,0,0,26,56,High,35000,7046184992,vijay83@outlook.com
3409 8243 6549,Arun Pillai,66,"Srikakulam, Andhra Pradesh",poor,40227,daily_wage,0.0,kutcha,owned,3,1,0,1.0,0,1,0,22,72,High,75000,9189141173,arun353@outlook.com
4197 9625 4639,Babu Sharma,39,"Darbhanga, Bihar",lower_middle,152215,small_business,0.0,kutcha,rented,5,1,1,1.9,0,1,1,28,72,High,50000,7483564208,babu680@gmail.com
6915 7513 3423,Rajesh Sharma,67,"Araria, Bihar",poor,59193,daily_wage,0.0,kutcha,owned,2,1,0,1.0,0,0,0,26,76,Critical,100000,9375300119,rajesh761@gmail.com
